                                             三國志III 人物表                                              
┏━━━━━┳━━━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┓
┃ ID  ┃ 姓名   ┃   顏 ┃ 野心 ┃ 運氣 ┃ 冷靜 ┃ 勇猛 ┃ 陸指 ┃ 水指 ┃ 武力 ┃ 智力 ┃ 政治 ┃ 魅力 ┃ 相性 ┃ 義理 ┃
│ 197 │ 張楊   │ 9050 │    2 │    2 │    1 │    3 │   62 │   29 │   64 │   51 │   43 │   76 │  115 │   82 │
│ 198 │ 馬超   │  137 │    1 │    3 │    1 │    3 │   88 │   77 │   97 │   43 │   38 │   63 │   70 │   79 │
│ 199 │ 王楷   │ D65A │    1 │    2 │    2 │    0 │   29 │    8 │   32 │   54 │   60 │   25 │   18 │   47 │
│ 200 │ 鮑忠   │ 955D │    2 │    0 │    1 │    0 │   60 │   25 │   72 │   46 │   37 │   48 │   36 │   51 │
│ 201 │ 王匡   │ 8ECA │    1 │    2 │    1 │    2 │   47 │   25 │   51 │   40 │   35 │   45 │  120 │   47 │
│ 202 │ 李暹   │ 8D55 │    1 │    3 │    1 │    3 │   62 │   25 │   78 │   59 │   50 │   33 │    2 │   37 │
│ 203 │ 劉岱   │ 8E6C │    2 │    0 │    1 │    2 │   59 │   27 │   64 │   43 │   29 │   18 │   36 │   22 │
│ 204 │ 劉曄   │  161 │    2 │    1 │    2 │    0 │   73 │   70 │   35 │   85 │   73 │   80 │   28 │   89 │
│ 205 │ 呂常   │ 9A23 │    1 │    3 │    1 │    3 │   61 │   23 │   66 │   32 │   28 │   45 │   32 │   55 │
│ 206 │ 徐庶   │   91 │    0 │    3 │    2 │    1 │   85 │   74 │   65 │   95 │   87 │   85 │   65 │   79 │
│ 207 │ 黃權   │   59 │    1 │    3 │    1 │    3 │   75 │   71 │   45 │   84 │   72 │   64 │   57 │   70 │
│ 208 │ 成廉   │ 8424 │    1 │    3 │    1 │    3 │   63 │   20 │   72 │   43 │   29 │   53 │   12 │   44 │
│ 209 │ 張遼   │  121 │    2 │    2 │    2 │    0 │   87 │   74 │   90 │   80 │   68 │   83 │   22 │   89 │
│ 210 │ 高順   │ 8CE1 │    2 │    0 │    1 │    2 │   54 │   27 │   60 │   54 │   43 │   69 │   11 │   73 │
│ 211 │ 侯成   │   60 │    1 │    2 │    1 │    3 │   65 │   24 │   67 │   42 │   40 │   39 │   18 │   36 │
│ 212 │ 薛蘭   │ 8154 │    1 │    3 │    1 │    2 │   55 │   20 │   61 │   51 │   39 │   46 │   14 │   68 │
│ 213 │ 鄧賢   │ DE02 │    2 │    0 │    1 │    3 │   66 │   25 │   69 │   65 │   70 │   60 │   48 │   78 │
│ 214 │ 宋憲   │ 9C09 │    1 │    3 │    1 │    2 │   50 │   42 │   59 │   45 │   41 │   33 │   14 │   32 │
│ 215 │ 郭嘉   │   15 │    2 │    3 │    1 │    2 │   32 │    6 │   36 │   80 │   97 │   82 │   25 │   90 │
│ 216 │ 王修   │ D098 │    1 │    2 │    1 │    0 │   37 │   15 │   42 │   65 │   68 │   69 │  148 │   74 │
│ 217 │ 曹性   │ 916A │    3 │    3 │    2 │    0 │   66 │   25 │   70 │   57 │   52 │   49 │   12 │   63 │
│ 218 │ 馬岱   │  188 │    1 │    1 │    2 │    1 │   74 │   71 │   81 │   47 │   39 │   73 │   71 │   76 │
│ 219 │ 宗寶   │ 9A5B │    1 │    1 │    1 │    2 │   54 │   25 │   69 │   57 │   48 │   84 │   17 │   83 │
│ 220 │ 王方   │ 9EED │    2 │    1 │    1 │    1 │   42 │   19 │   57 │   41 │   28 │   31 │  145 │   32 │
│ 221 │ 朱光   │ 8EF8 │    1 │    2 │    0 │    3 │   69 │   26 │   74 │   48 │   42 │   61 │   32 │   51 │
│ 222 │ 韓遂   │   34 │    0 │    3 │    2 │    0 │   72 │   70 │   70 │   62 │   64 │   78 │   70 │   72 │
│ 223 │ 臧霸   │ 9084 │    2 │    0 │    2 │    1 │   57 │   14 │   62 │   54 │   43 │   67 │   16 │   72 │
│ 224 │ 李堪   │ 88B3 │    1 │    3 │    1 │    1 │   54 │   23 │   58 │   51 │   38 │   54 │   69 │   56 │
│ 225 │ 周倉   │   72 │    2 │    1 │    1 │    3 │   82 │   70 │   85 │   30 │   24 │   58 │   73 │   78 │
│ 226 │ 李別   │ 8A6D │    2 │    3 │    1 │    3 │   54 │   21 │   65 │   39 │   31 │   25 │    2 │   73 │
│ 227 │ 李封   │ 9502 │    2 │    0 │    1 │    2 │   56 │   20 │   70 │   52 │   41 │   51 │   11 │   57 │
│ 228 │ 李蒙   │ 84B2 │    1 │    3 │    1 │    3 │   58 │   23 │   65 │   57 │   42 │   25 │    4 │   29 │
│ 229 │ 郝萌   │ 9DCA │    1 │    3 │    1 │    2 │   46 │   13 │   60 │   51 │   53 │   62 │    5 │   60 │
│ 230 │ 劉巴   │ DCE1 │    1 │    3 │    1 │    0 │   53 │   25 │   54 │   70 │   62 │   49 │   66 │   70 │
│ 231 │ 荀攸   │   88 │    2 │    0 │    2 │    0 │   60 │   58 │   40 │   94 │   85 │   70 │   27 │   81 │
│ 232 │ 魏續   │ 8513 │    1 │    1 │    1 │    3 │   68 │   20 │   72 │   46 │   32 │   40 │   11 │   41 │
│ 233 │ 楊昂   │ 8661 │    1 │    3 │    1 │    1 │   59 │   22 │   65 │   23 │   18 │   20 │    8 │   25 │
│ 234 │ 楊松   │ D840 │    0 │    3 │    1 │    3 │   26 │   18 │   45 │   57 │   37 │   24 │   12 │   16 │
│ 235 │ 楊任   │ 9525 │    1 │    3 │    1 │    3 │   57 │   24 │   62 │   53 │   46 │   52 │   12 │   66 │
│ 236 │ 楊柏   │ 8CCB │    1 │    3 │    1 │    1 │   51 │   20 │   60 │   32 │   23 │   41 │   12 │   57 │
│ 237 │ 楊阜   │ 9969 │    1 │    3 │    1 │    3 │   65 │   24 │   66 │   59 │   52 │   67 │   30 │   60 │
│ 238 │ 李恢   │  180 │    1 │    3 │    1 │    3 │   72 │   70 │   70 │   88 │   76 │   78 │   65 │   80 │
│ 239 │ 馬休   │  135 │    1 │    2 │    0 │    2 │   49 │   20 │   54 │   47 │   42 │   52 │   70 │   69 │
│ 240 │ 趙衢   │ 8E92 │    1 │    3 │    1 │    3 │   57 │   24 │   61 │   60 │   58 │   52 │   29 │   83 │
│ 241 │ 張魯   │  122 │    2 │    2 │    2 │    0 │   73 │   70 │   72 │   80 │   69 │   89 │   10 │   77 │
│ 242 │ 費詩   │ C998 │    1 │    3 │    1 │    2 │   22 │    9 │   30 │   54 │   63 │   56 │   68 │   59 │
│ 243 │ 夏候楙 │ 98F8 │    2 │    0 │    1 │    2 │   37 │   13 │   54 │   35 │   40 │   27 │   25 │   35 │
│ 244 │ 閻圃   │  189 │    1 │    3 │    1 │    3 │   27 │   14 │   36 │   80 │   78 │   48 │    5 │   65 │
│ 245 │ 尹奉   │ 8130 │    1 │    3 │    1 │    3 │   61 │   42 │   63 │   49 │   61 │   54 │   20 │   73 │
│ 246 │ 王威   │ DD32 │    1 │    3 │    1 │    2 │   36 │   21 │   40 │   58 │   62 │   43 │   35 │   60 │
│ 247 │ 梁寬   │ 914B │    1 │    3 │    1 │    3 │   64 │   25 │   69 │   40 │   31 │   18 │   29 │   35 │
│ 248 │ 審榮   │ 8531 │    1 │    1 │    1 │    2 │   45 │   24 │   55 │   48 │   52 │   49 │  121 │   34 │
│ 249 │ 張衛   │  171 │    2 │    1 │    1 │    3 │   62 │   24 │   72 │   35 │   31 │   64 │    8 │   70 │
│ 250 │ 魏延   │   51 │    1 │    3 │    1 │    3 │   80 │   75 │   92 │   45 │   28 │   41 │   86 │   30 │
│ 251 │ 甘寧   │   38 │    1 │    3 │    1 │    3 │   84 │   72 │   91 │   54 │   42 │   58 │  127 │   76 │
│ 252 │ 董允   │  130 │    1 │    3 │    1 │    3 │   68 │   67 │   23 │   86 │   85 │   70 │   81 │   71 │
│ 253 │ 簡雍   │  218 │    2 │    1 │    2 │    1 │   36 │   11 │   42 │   68 │   73 │   79 │   74 │   82 │
│ 254 │ 吳蘭   │   69 │    1 │    3 │    1 │    2 │   85 │   72 │   88 │   43 │   42 │   54 │   65 │   70 │
│ 255 │ 張松   │  116 │    3 │    1 │    1 │    3 │   30 │   21 │   34 │   82 │   91 │   79 │   70 │   71 │
│ 256 │ 周瑜   │   73 │    2 │    3 │    1 │    1 │   73 │  100 │   75 │   96 │   86 │   95 │  125 │   97 │
│ 257 │ 法正   │  146 │    2 │    1 │    2 │    0 │   66 │   65 │   52 │   87 │   78 │   80 │   70 │   69 │
│ 258 │ 宋謙   │ 983C │    2 │    0 │    1 │    3 │   63 │   51 │   68 │   30 │   22 │   52 │  128 │   64 │
│ 259 │ 龐統   │  147 │    2 │    3 │    2 │    1 │   88 │   77 │   60 │   98 │   82 │   88 │   74 │   88 │
│ 260 │ 姜敘   │ 89DA │    1 │    3 │    1 │    3 │   72 │   71 │   79 │   54 │   41 │   70 │   19 │   70 │
│ 261 │ 劉豹   │ DC72 │    1 │    0 │    1 │    0 │   12 │    6 │   15 │   51 │   63 │   52 │   72 │   47 │
│ 262 │ 陳矯   │ C6E2 │    1 │    2 │    1 │    3 │   18 │    9 │   20 │   68 │   79 │   71 │   29 │   70 │
│ 263 │ 廖化   │  216 │    1 │    3 │    1 │    3 │   41 │   23 │   62 │   60 │   49 │   65 │   80 │   71 │
│ 264 │ 楊秋   │ 9432 │    1 │    3 │    1 │    2 │   62 │   23 │   66 │   15 │   11 │   37 │   68 │   21 │
│ 265 │ 薛綜   │   55 │    2 │    0 │    1 │    3 │   31 │   19 │   35 │   62 │   74 │   65 │  135 │   74 │
│ 266 │ 趙昂   │ 8CD4 │    1 │    3 │    1 │    3 │   73 │   70 │   72 │   53 │   49 │   80 │   18 │   84 │
│ 267 │ 成宜   │ 89B8 │    1 │    3 │    1 │    1 │   59 │   21 │   63 │   38 │   32 │   39 │   70 │   60 │
│ 268 │ 鄧龍   │ 883A │    1 │    3 │    1 │    3 │   64 │   22 │   67 │   49 │   36 │   48 │   41 │   55 │
│ 269 │ 諸葛瑾 │   75 │    2 │    1 │    2 │    0 │   46 │   46 │   55 │   91 │   80 │   95 │  122 │   91 │
│ 270 │ 王昌   │ 9492 │    1 │    1 │    1 │    3 │   60 │   23 │   64 │   52 │   39 │   73 │    6 │   89 │
│ 271 │ 徐晃   │   90 │    2 │    3 │    1 │    3 │   83 │   75 │   91 │   49 │   41 │   62 │   23 │   70 │
│ 272 │ 崔勇   │ 8AF3 │    2 │    0 │    1 │    2 │   52 │   25 │   56 │   53 │   47 │   33 │    3 │   60 │
│ 273 │ 宋果   │ 8C98 │    1 │    2 │    1 │    2 │   49 │   19 │   56 │   48 │   43 │   46 │    4 │   32 │
│ 274 │ 馬玩   │ 894A │    0 │    2 │    1 │    2 │   53 │   41 │   60 │   41 │   20 │   25 │   68 │   18 │
│ 275 │ 左靈   │ CC22 │    1 │    1 │    1 │    3 │   52 │   18 │   53 │   61 │   68 │   42 │    3 │   69 │
│ 276 │ 楊琦   │ CCF2 │    1 │    0 │    1 │    2 │   44 │   22 │   47 │   66 │   74 │   78 │   85 │   82 │
│ 277 │ 陳就   │ 8590 │    1 │    3 │    1 │    3 │   42 │   59 │   71 │   45 │   33 │   51 │   41 │   53 │
│ 278 │ 許褚   │   45 │    2 │    2 │    2 │    2 │   94 │   76 │   97 │   25 │   19 │   69 │   25 │   90 │
│ 279 │ 馬忠   │  210 │    1 │    3 │    1 │    3 │   55 │   42 │   57 │   52 │   47 │   48 │  130 │   46 │
│ 280 │ 尚弘   │ C083 │    1 │    1 │    2 │    0 │   36 │   14 │   43 │   54 │   62 │   62 │   84 │   83 │
│ 281 │ 馬鐵   │  138 │    1 │    1 │    0 │    2 │   57 │   21 │   62 │   37 │   30 │   52 │   70 │   70 │
│ 282 │ 徐商   │ 8421 │    2 │    0 │    1 │    3 │   61 │   25 │   66 │   55 │   40 │   51 │   21 │   69 │
│ 283 │ 呂曠   │  185 │    2 │    1 │    1 │    3 │   68 │   27 │   73 │   25 │   21 │   50 │  106 │   33 │
│ 284 │ 呂翔   │ 9955 │    2 │    1 │    1 │    3 │   70 │   32 │   75 │   23 │   19 │   44 │  106 │   31 │
│ 285 │ 楊密   │ D4AB │    1 │    2 │    1 │    2 │   32 │   14 │   41 │   71 │   78 │   76 │   12 │   82 │
│ 286 │ 王則   │ DC21 │    1 │    3 │    2 │    0 │   46 │   18 │   53 │   61 │   72 │   68 │   23 │   65 │
│ 287 │ 張鈜   │  113 │    2 │    2 │    1 │    3 │   28 │   30 │   27 │   87 │   92 │   86 │  122 │   84 │
│ 288 │ 任峻   │ 9CE4 │    1 │    2 │    2 │    0 │   63 │   26 │   67 │   54 │   50 │   60 │   29 │   65 │
│ 289 │ 董襲   │ 908E │    1 │    3 │    1 │    2 │   65 │   32 │   70 │   40 │   37 │   51 │  126 │   64 │
│ 290 │ 王甫   │  198 │    1 │    2 │    1 │    3 │   74 │   70 │   63 │   73 │   68 │   82 │   74 │   91 │
│ 291 │ 董昭   │ D073 │    1 │    2 │    1 │    3 │   48 │   17 │   52 │   62 │   77 │   59 │   21 │   48 │
│ 292 │ 薛禮   │ 9A81 │    0 │    2 │    2 │    1 │   59 │   22 │   62 │   54 │   42 │   67 │  102 │   49 │
│ 293 │ 張昭   │  115 │    1 │    3 │    1 │    3 │   29 │   29 │   32 │   86 │   94 │   82 │  122 │   75 │
│ 294 │ 閻向   │ C860 │    0 │    3 │    1 │    2 │   32 │   10 │   39 │   70 │   83 │   61 │  148 │   72 │
│ 295 │ 蔣欽   │  202 │    1 │    3 │    2 │    1 │   62 │   65 │   67 │   64 │   52 │   57 │  126 │   63 │
│ 296 │ 陳紀   │ 9EA0 │    1 │    0 │    1 │    3 │   62 │   28 │   68 │   42 │   31 │   52 │  136 │   64 │
│ 297 │ 蔡融   │ CCF9 │    2 │    0 │    1 │    1 │   41 │   27 │   45 │   59 │   62 │   38 │  107 │   52 │
│ 298 │ 王忠   │ 8242 │    1 │    3 │    1 │    3 │   53 │   17 │   55 │   37 │   34 │   50 │   40 │   64 │
│ 299 │ 顧雍   │  201 │    0 │    3 │    1 │    2 │   17 │   13 │   18 │   72 │   75 │   75 │  127 │   80 │
│ 300 │ 尹禮   │ 9A98 │    2 │    1 │    1 │    3 │   65 │   21 │   68 │   47 │   40 │   37 │   16 │   44 │
│ 301 │ 史渙   │ 9240 │    2 │    0 │    1 │    3 │   63 │   22 │   68 │   43 │   41 │   49 │   22 │   64 │
│ 302 │ 趙累   │ CA68 │    1 │    3 │    1 │    3 │   51 │   20 │   60 │   70 │   63 │   75 │   77 │   74 │
│ 303 │ 史蹟   │ 959A │    2 │    0 │    1 │    3 │   60 │   43 │   65 │   52 │   41 │   53 │  115 │   67 │
│ 304 │ 曹安民 │ 9C1C │    2 │    0 │    1 │    1 │   62 │   16 │   69 │   65 │   53 │   68 │   26 │   90 │
│ 305 │ 伍習   │ 9654 │    2 │    2 │    1 │    3 │   71 │   70 │   73 │   62 │   38 │   78 │   30 │   42 │
│ 306 │ 孫觀   │ 89AB │    2 │    2 │    1 │    3 │   62 │   54 │   67 │   49 │   38 │   30 │   16 │   42 │
│ 307 │ 吳敦   │ 8D94 │    1 │    2 │    1 │    3 │   61 │   18 │   64 │   62 │   54 │   47 │   18 │   48 │
│ 308 │ 費觀   │ 9604 │    1 │    3 │    1 │    3 │   49 │   18 │   58 │   45 │   41 │   45 │   65 │   57 │
│ 309 │ 王垢   │ 9942 │    1 │    2 │    0 │    1 │   63 │   26 │   66 │   47 │   38 │   54 │   31 │   71 │
│ 310 │ 張先   │ 9C48 │    2 │    0 │    1 │    2 │   62 │   25 │   68 │   48 │   35 │   52 │  148 │   56 │
│ 311 │ 呂義   │ 9219 │    1 │    2 │    1 │    3 │   71 │   71 │   74 │   70 │   62 │   76 │   69 │   69 │
│ 312 │ 許汜   │ C8F0 │    0 │    3 │    1 │    3 │   20 │    9 │   23 │   78 │   45 │   35 │    5 │   33 │
│ 313 │ 楊醜   │ 812B │    2 │    1 │    1 │    2 │   60 │   20 │   65 │   48 │   22 │   18 │   35 │   25 │
│ 314 │ 胡車兒 │ 9D3C │    1 │    3 │    1 │    3 │   65 │   30 │   71 │   58 │   42 │   68 │  146 │   69 │
│ 315 │ 費禕   │  141 │    1 │    3 │    2 │    0 │   23 │    6 │   25 │   75 │   82 │   85 │   70 │   83 │
│ 316 │ 王子服 │ 8146 │    2 │    1 │    1 │    0 │   54 │   20 │   79 │   64 │   54 │   70 │   93 │   85 │
│ 317 │ 吳子蘭 │ 99B6 │    2 │    0 │    0 │    3 │   60 │   28 │   68 │   59 │   52 │   76 │   83 │   83 │
│ 318 │ 張橫   │ 9A62 │    1 │    2 │    1 │    1 │   62 │   20 │   70 │   31 │   26 │   29 │   68 │   57 │
│ 319 │ 吳碩   │ DEFB │    2 │    0 │    1 │    0 │   51 │   22 │   62 │   58 │   70 │   69 │   82 │   79 │
│ 320 │ 張南   │ 84A8 │    2 │    0 │    1 │    3 │   47 │   13 │   56 │   46 │   41 │   52 │  106 │   48 │
│ 321 │ 楊修   │  152 │    2 │    0 │    1 │    1 │   28 │   16 │   29 │   73 │   90 │   48 │   32 │   63 │
│ 322 │ 傅彤   │ 8A3E │    2 │    0 │    1 │    3 │   63 │   24 │   69 │   67 │   61 │   69 │   70 │   85 │
│ 323 │ 孫權   │  107 │    3 │    2 │    1 │    2 │   80 │   95 │   86 │   87 │   71 │   98 │  125 │   96 │
│ 324 │ 朱靈   │ 92FD │    2 │    1 │    2 │    0 │   69 │   25 │   74 │   35 │   30 │   39 │   34 │   70 │
│ 325 │ 呂蒙   │  163 │    2 │    2 │    2 │    0 │   80 │   90 │   84 │   91 │   65 │   88 │  124 │   90 │
│ 326 │ 司馬懿 │   78 │    3 │    3 │    2 │    2 │   95 │   79 │   62 │   98 │   90 │   80 │   26 │   89 │
│ 327 │ 嚴畯   │   57 │    2 │    1 │    1 │    1 │   24 │   20 │   25 │   71 │   73 │   60 │  133 │   75 │
│ 328 │ 尚拳   │ CC33 │    0 │    3 │    1 │    3 │   20 │   11 │   24 │   69 │   73 │   58 │  124 │   70 │
│ 329 │ 龐德   │  148 │    1 │    0 │    2 │    0 │   81 │   71 │   94 │   65 │   58 │   70 │   35 │   59 │
│ 330 │ 楊洪   │ DEB3 │    0 │    3 │    2 │    0 │   15 │    5 │   52 │   64 │   52 │   45 │   68 │   59 │
│ 331 │ 許靖   │   44 │    0 │    3 │    1 │    3 │   16 │    5 │   21 │   75 │   76 │   52 │   70 │   48 │
│ 332 │ 路昭   │ 866B │    2 │    0 │    1 │    3 │   61 │   27 │   65 │   42 │   33 │   39 │   39 │   67 │
│ 333 │ 卞喜   │ 9D88 │    2 │    0 │    1 │    3 │   64 │   23 │   67 │   58 │   54 │   42 │   20 │   63 │
│ 334 │ 鄧芝   │  132 │    2 │    0 │    2 │    0 │   70 │   68 │   52 │   83 │   79 │   95 │   70 │   80 │
│ 335 │ 陸績   │ D131 │    2 │    0 │    1 │    3 │   27 │   20 │   32 │   68 │   54 │   65 │  120 │   64 │
│ 336 │ 張達   │ 9903 │    1 │    2 │    1 │    3 │   39 │   19 │   50 │   33 │   36 │   21 │  108 │   10 │
│ 337 │ 張著   │ 9C43 │    1 │    0 │    2 │    1 │   51 │   20 │   58 │   35 │   31 │   30 │   80 │   63 │
│ 338 │ 蔡和   │ 90EA │    1 │    2 │    1 │    1 │   40 │   19 │   53 │   39 │   37 │   37 │   36 │   45 │
│ 339 │ 趙統   │  118 │    1 │    1 │    2 │    1 │   61 │   22 │   70 │   69 │   57 │   70 │   75 │   80 │
│ 340 │ 朱然   │ 8DCC │    2 │    2 │    1 │    3 │   70 │   70 │   75 │   35 │   27 │   60 │  121 │   75 │
│ 341 │ 趙叡   │ 802D │    1 │    3 │    1 │    1 │   58 │   27 │   63 │   56 │   47 │   61 │   94 │   58 │
│ 342 │ 鮑隆   │ 822A │    1 │    3 │    1 │    3 │   62 │   20 │   70 │   39 │   28 │   47 │   56 │   58 │
│ 343 │ 蔡陽   │ 857A │    1 │    2 │    1 │    2 │   61 │   20 │   64 │   42 │   31 │   42 │   28 │   57 │
│ 344 │ 韓莒子 │ 9020 │    2 │    0 │    1 │    2 │   50 │   21 │   54 │   51 │   43 │   46 │   98 │   43 │
│ 345 │ 朱讚   │ 8D09 │    1 │    3 │    1 │    2 │   72 │   70 │   74 │   48 │   43 │   73 │   21 │   64 │
│ 346 │ 劉琦   │  156 │    1 │    2 │    1 │    2 │   50 │   46 │   30 │   63 │   72 │   68 │   45 │   64 │
│ 347 │ 劉勳   │ 99F8 │    1 │    1 │    1 │    0 │   51 │   21 │   59 │   56 │   49 │   54 │   90 │   52 │
│ 348 │ 孟坦   │ 8D38 │    1 │    2 │    1 │    0 │   62 │   25 │   69 │   53 │   41 │   28 │   21 │   61 │
│ 349 │ 孔秀   │ 8962 │    1 │    2 │    1 │    1 │   58 │   19 │   64 │   47 │   36 │   45 │   20 │   57 │
│ 350 │ 張燕   │ 86F9 │    1 │    2 │    2 │    0 │   75 │   70 │   71 │   52 │   44 │   75 │   40 │   59 │
│ 351 │ 徐盛   │  174 │    2 │    1 │    2 │    0 │   59 │   32 │   65 │   70 │   77 │   71 │  122 │   75 │
│ 352 │ 韓福   │ 9A60 │    2 │    0 │    1 │    2 │   59 │   21 │   67 │   56 │   40 │   31 │   20 │   36 │
│ 353 │ 關平   │   40 │    2 │    1 │    2 │    2 │   78 │   70 │   80 │   74 │   60 │   75 │   75 │   88 │
│ 354 │ 王植   │ 9C70 │    1 │    3 │    1 │    0 │   58 │   26 │   62 │   59 │   50 │   41 │   20 │   62 │
│ 355 │ 孫禮   │  204 │    0 │    3 │    1 │    2 │   68 │   28 │   73 │   69 │   63 │   59 │   21 │   48 │
│ 356 │ 劉辟   │ 91B3 │    1 │    3 │    1 │    3 │   65 │   28 │   67 │   59 │   42 │   61 │   93 │   68 │
│ 357 │ 許貢   │ D6B2 │    1 │    3 │    1 │    3 │   61 │   33 │   65 │   58 │   52 │   49 │   18 │   31 │
│ 358 │ 呂威璜 │ 856D │    1 │    3 │    1 │    2 │   59 │   24 │   65 │   50 │   41 │   42 │   93 │   67 │
│ 359 │ 程秉   │ D2EB │    1 │    3 │    1 │    2 │   18 │    9 │   20 │   62 │   73 │   75 │  118 │   70 │
│ 360 │ 韓猛   │ 9CBB │    2 │    0 │    1 │    1 │   61 │   24 │   65 │   43 │   41 │   48 │   90 │   52 │
│ 361 │ 郭攸之 │   41 │    1 │    3 │    1 │    3 │   45 │   31 │   38 │   75 │   85 │   70 │   80 │   76 │
│ 362 │ 賈逵   │  197 │    1 │    3 │    2 │    0 │   54 │   20 │   55 │   64 │   71 │   68 │   29 │   73 │
│ 363 │ 秦琪   │ 99E5 │    2 │    0 │    1 │    2 │   57 │   27 │   63 │   52 │   46 │   38 │   20 │   56 │
│ 364 │ 楊齡   │ 869A │    1 │    3 │    1 │    0 │   47 │   18 │   48 │   51 │   62 │   57 │   20 │   58 │
│ 365 │ 辛明   │ 94F5 │    1 │    3 │    1 │    3 │   54 │   26 │   59 │   48 │   42 │   65 │  109 │   82 │
│ 366 │ 譚雄   │  219 │    1 │    0 │    1 │    3 │   71 │   40 │   80 │   23 │   19 │   30 │  127 │   42 │
│ 367 │ 蔣奇   │ 84A3 │    1 │    1 │    1 │    1 │   60 │   22 │   72 │   41 │   37 │   49 │  106 │   49 │
│ 368 │ 韓玄   │   30 │    0 │    3 │    1 │    2 │   46 │   17 │   57 │   35 │   28 │   10 │   14 │   31 │
│ 369 │ 魯肅   │  167 │    2 │    1 │    2 │    0 │   78 │   79 │   61 │   95 │   84 │   90 │  124 │   88 │
│ 370 │ 胡班   │ 9171 │    1 │    2 │    1 │    3 │   65 │   24 │   70 │   62 │   50 │   69 │   19 │   81 │
│ 371 │ 丁奉   │  209 │    1 │    3 │    1 │    3 │   70 │   70 │   75 │   65 │   74 │   71 │  122 │   64 │
│ 372 │ 李嚴   │  213 │    2 │    2 │    2 │    0 │   72 │   70 │   75 │   74 │   54 │   71 │   69 │   70 │
│ 373 │ 蘇飛   │ 8CEC │    1 │    3 │    1 │    3 │   68 │   30 │   69 │   30 │   16 │   73 │   50 │   66 │
│ 374 │ 典滿   │ 9EB4 │    1 │    2 │    1 │    3 │   65 │   24 │   72 │   27 │   20 │   48 │   23 │   75 │
│ 375 │ 張休   │  172 │    2 │    0 │    1 │    3 │   44 │   39 │   35 │   71 │   82 │   74 │  122 │   75 │
│ 376 │ 郝昭   │   17 │    2 │    2 │    1 │    3 │   80 │   76 │   85 │   76 │   70 │   83 │   23 │   93 │
│ 377 │ 孟達   │  211 │    1 │    3 │    1 │    3 │   71 │   70 │   73 │   70 │   58 │   67 │   40 │   37 │
│ 378 │ 蔡中   │ 8200 │    1 │    1 │    1 │    1 │   30 │   21 │   51 │   36 │   41 │   35 │   36 │   45 │
│ 379 │ 蘇由   │ 86FB │    2 │    0 │    1 │    3 │   59 │   21 │   59 │   44 │   25 │   52 │  104 │   57 │
│ 380 │ 蔣琬   │   83 │    2 │    0 │    1 │    3 │   73 │   70 │   60 │   85 │   80 │   84 │   77 │   90 │
│ 381 │ 黃忠   │   64 │    2 │    1 │    1 │    2 │   90 │   76 │   95 │   67 │   64 │   87 │   71 │   92 │
│ 382 │ 孫匡   │ C528 │    2 │    0 │    1 │    3 │   58 │   37 │   59 │   59 │   68 │   53 │  125 │   70 │
│ 383 │ 王平   │  220 │    2 │    2 │    1 │    3 │   72 │   70 │   72 │   67 │   59 │   81 │   68 │   76 │
│ 384 │ 孫朗   │ D5F8 │    2 │    1 │    1 │    3 │   55 │   34 │   57 │   54 │   63 │   53 │  125 │   82 │
│ 385 │ 公孫康 │ 9651 │    3 │    0 │    2 │    1 │   70 │   70 │   70 │   62 │   56 │   72 │   10 │   48 │
│ 386 │ 劉晙   │ 84E4 │    1 │    3 │    1 │    3 │   61 │   29 │   67 │   52 │   46 │   51 │   53 │   57 │
│ 387 │ 全綜   │ 8699 │    1 │    1 │    1 │    2 │   73 │   70 │   82 │   70 │   36 │   73 │  131 │   76 │
│ 388 │ 夏侯德 │   25 │    2 │    1 │    2 │    0 │   67 │   22 │   69 │   59 │   58 │   64 │   24 │   77 │
│ 389 │ 李孚   │ C6E1 │    1 │    3 │    2 │    0 │   37 │   19 │   48 │   62 │   75 │   52 │  105 │   60 │
│ 390 │ 沮鵠   │ 89A5 │    1 │    3 │    1 │    0 │   62 │   24 │   64 │   52 │   41 │   63 │   97 │   71 │
│ 391 │ 公孫恭 │ 8E7A │    3 │    0 │    2 │    0 │   72 │   70 │   71 │   67 │   52 │   74 │   15 │   40 │
│ 392 │ 王累   │ D6E0 │    1 │    3 │    1 │    3 │   21 │    4 │   23 │   80 │   85 │   78 │   55 │   96 │
│ 393 │ 孫瑜   │   65 │    1 │    3 │    1 │    3 │   60 │   49 │   64 │   52 │   48 │   70 │  125 │   81 │
│ 394 │ 張苞   │  120 │    2 │    2 │    2 │    2 │   83 │   72 │   92 │   37 │   30 │   55 │   75 │   28 │
│ 395 │ 陸遜   │  165 │    2 │    1 │    1 │    3 │   71 │   99 │   80 │   95 │   87 │   88 │  126 │   89 │
│ 396 │ 尹楷   │ 9ECE │    2 │    0 │    1 │    2 │   42 │   17 │   63 │   47 │   42 │   31 │  105 │   51 │
│ 397 │ 朱桓   │   82 │    2 │    3 │    1 │    3 │   76 │   81 │   83 │   75 │   69 │   82 │  120 │   85 │
