                                             三國志III 人物表                                              
┏━━━━━┳━━━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┓
┃ ID  ┃ 姓名   ┃   顏 ┃ 野心 ┃ 運氣 ┃ 冷靜 ┃ 勇猛 ┃ 陸指 ┃ 水指 ┃ 武力 ┃ 智力 ┃ 政治 ┃ 魅力 ┃ 相性 ┃ 義理 ┃
│ 197 │ 楊松   │ D840 │    0 │    3 │    1 │    3 │   26 │   18 │   45 │   57 │   37 │   24 │   12 │   16 │
│ 198 │ 楊任   │ 9525 │    1 │    3 │    1 │    3 │   57 │   24 │   62 │   53 │   46 │   52 │   12 │   66 │
│ 199 │ 楊柏   │ 8CCB │    1 │    3 │    1 │    1 │   51 │   20 │   60 │   32 │   23 │   41 │   12 │   57 │
│ 200 │ 楊彪   │ DA8B │    1 │    1 │    1 │    0 │   54 │   18 │   57 │   63 │   72 │   74 │    8 │   84 │
│ 201 │ 楊阜   │ 9969 │    1 │    3 │    1 │    3 │   65 │   24 │   66 │   59 │   52 │   67 │   30 │   60 │
│ 202 │ 楊奉   │  153 │    2 │    2 │    1 │    2 │   56 │   21 │   63 │   47 │   29 │   48 │   10 │   68 │
│ 203 │ 楊密   │ D4AB │    1 │    2 │    1 │    2 │   32 │   14 │   41 │   71 │   78 │   76 │   12 │   82 │
│ 204 │ 雷銅   │  154 │    1 │    3 │    1 │    2 │   81 │   75 │   86 │   43 │   31 │   55 │   68 │   62 │
│ 205 │ 雷薄   │ 94AB │    0 │    3 │    1 │    2 │   59 │   22 │   65 │   37 │   26 │   14 │  138 │   19 │
│ 206 │ 李異   │  184 │    3 │    2 │    1 │    1 │   68 │   45 │   80 │   24 │   18 │   30 │  128 │   68 │
│ 207 │ 楊懷   │ 82CB │    1 │    3 │    1 │    3 │   71 │   21 │   75 │   44 │   32 │   60 │   53 │   68 │
│ 208 │ 李堪   │ 88B3 │    1 │    3 │    1 │    1 │   54 │   23 │   58 │   51 │   38 │   54 │   69 │   56 │
│ 209 │ 李樂   │ 9D84 │    2 │    2 │    1 │    2 │   62 │   27 │   80 │   54 │   47 │   39 │    5 │   35 │
│ 210 │ 李珪   │ D9C8 │    1 │    1 │    1 │    3 │   24 │   12 │   28 │   58 │   65 │   75 │   48 │   72 │
│ 211 │ 李暹   │ 8D55 │    1 │    3 │    1 │    3 │   62 │   25 │   78 │   59 │   50 │   33 │    2 │   37 │
│ 212 │ 李通   │ 907C │    2 │    0 │    1 │    3 │   62 │   25 │   67 │   56 │   43 │   54 │   19 │   62 │
│ 213 │ 李典   │  214 │    1 │    3 │    2 │    1 │   73 │   70 │   72 │   47 │   36 │   53 │   22 │   69 │
│ 214 │ 李別   │ 8A6D │    2 │    3 │    1 │    3 │   54 │   21 │   65 │   39 │   31 │   25 │    2 │   73 │
│ 215 │ 李封   │ 9502 │    2 │    0 │    1 │    2 │   56 │   20 │   70 │   52 │   41 │   51 │   11 │   57 │
│ 216 │ 李豐   │ 8118 │    1 │    3 │    1 │    3 │   62 │   26 │   68 │   35 │   23 │   45 │  138 │   69 │
│ 217 │ 劉延   │ CD78 │    1 │    3 │    1 │    3 │   40 │   20 │   45 │   50 │   57 │   32 │   51 │   56 │
│ 218 │ 劉貴   │ DCB3 │    0 │    3 │    1 │    2 │   47 │   22 │   51 │   60 │   70 │   26 │   54 │   59 │
│ 219 │ 尹默   │ D8F3 │    0 │    3 │    1 │    2 │   22 │    7 │   20 │   73 │   87 │   30 │   81 │   60 │
│ 220 │ 劉先   │ CDC3 │    1 │    0 │    1 │    1 │   49 │   20 │   55 │   58 │   69 │   43 │   37 │   51 │
│ 221 │ 劉岱   │ 8E6C │    2 │    0 │    1 │    2 │   59 │   27 │   64 │   43 │   29 │   18 │   36 │   22 │
│ 222 │ 劉度   │ D563 │    2 │    2 │    1 │    3 │   48 │   23 │   53 │   55 │   63 │   63 │  135 │   53 │
│ 223 │ 劉巴   │ DCE1 │    1 │    3 │    1 │    0 │   53 │   25 │   54 │   70 │   62 │   49 │   66 │   70 │
│ 224 │ 劉磐   │ 8A33 │    0 │    3 │    1 │    3 │   48 │   28 │   53 │   56 │   52 │   62 │   69 │   53 │
│ 225 │ 伊籍   │    0 │    2 │    2 │    2 │    1 │   72 │   70 │   21 │   84 │   80 │   62 │   80 │   80 │
│ 226 │ 王甫   │  198 │    1 │    2 │    1 │    3 │   74 │   70 │   63 │   73 │   68 │   82 │   74 │   91 │
│ 227 │ 干糜   │ 8AA8 │    2 │    1 │    1 │    2 │   58 │   29 │   61 │   28 │   14 │   19 │  110 │   76 │
│ 228 │ 劉曄   │  161 │    2 │    1 │    2 │    0 │   73 │   70 │   35 │   85 │   73 │   80 │   28 │   89 │
│ 229 │ 寥化   │  216 │    1 │    3 │    1 │    3 │   41 │   23 │   62 │   60 │   49 │   65 │   80 │   71 │
│ 230 │ 梁寬   │ 914B │    1 │    3 │    1 │    3 │   64 │   25 │   69 │   40 │   31 │   18 │   29 │   35 │
│ 231 │ 梁興   │ 9468 │    1 │    2 │    1 │    2 │   62 │   24 │   70 │   25 │   18 │   21 │   68 │   43 │
│ 232 │ 梁剛   │ 9512 │    1 │    3 │    1 │    3 │   51 │   19 │   57 │   34 │   27 │   60 │  137 │   52 │
│ 233 │ 凌操   │  182 │    1 │    3 │    1 │    3 │   72 │   71 │   84 │   23 │   14 │   51 │  120 │   61 │
│ 234 │ 呂虔   │ 92F2 │    2 │    2 │    1 │    2 │   63 │   30 │   72 │   24 │   16 │   58 │   30 │   72 │
│ 235 │ 呂建   │ 8D63 │    1 │    3 │    2 │    0 │   57 │   23 │   68 │   56 │   48 │   59 │   29 │   56 │
│ 236 │ 呂公   │ 88BD │    1 │    3 │    1 │    1 │   26 │   12 │   50 │   38 │   49 │   60 │   48 │   54 │
│ 237 │ 呂常   │ 9A23 │    1 │    3 │    1 │    3 │   61 │   23 │   66 │   32 │   28 │   45 │   32 │   55 │
│ 238 │ 冷苞   │ C573 │    2 │    2 │    1 │    1 │   64 │   21 │   66 │   23 │   20 │   53 │   52 │   68 │
│ 239 │ 路昭   │ 866B │    2 │    0 │    1 │    3 │   61 │   27 │   65 │   42 │   33 │   39 │   39 │   67 │
│ 240 │ 趙衢   │ 8E92 │    1 │    3 │    1 │    3 │   57 │   24 │   61 │   60 │   58 │   52 │   29 │   83 │
│ 241 │ 董允   │  130 │    1 │    3 │    1 │    3 │   68 │   67 │   23 │   86 │   85 │   70 │   81 │   71 │
│ 242 │ 薛綜   │   55 │    2 │    0 │    1 │    3 │   31 │   19 │   35 │   62 │   74 │   65 │  135 │   74 │
│ 243 │ 劉豹   │ DC72 │    1 │    0 │    1 │    0 │   12 │    6 │   15 │   51 │   63 │   52 │   72 │   47 │
│ 244 │ 馬鐵   │  138 │    1 │    1 │    0 │    2 │   57 │   21 │   62 │   37 │   30 │   52 │   70 │   70 │
│ 245 │ 諸葛瑾 │   75 │    2 │    1 │    2 │    0 │   46 │   46 │   55 │   91 │   80 │   95 │  122 │   91 │
│ 246 │ 許褚   │   45 │    2 │    2 │    2 │    2 │   94 │   76 │   97 │   25 │   19 │   69 │   25 │   90 │
│ 247 │ 王昌   │ 9492 │    1 │    1 │    1 │    3 │   60 │   23 │   64 │   52 │   39 │   73 │    6 │   89 │
│ 248 │ 徐晃   │   90 │    2 │    3 │    1 │    3 │   83 │   75 │   91 │   49 │   41 │   62 │   23 │   70 │
│ 249 │ 徐商   │ 8421 │    2 │    0 │    1 │    3 │   61 │   25 │   66 │   55 │   40 │   51 │   21 │   69 │
│ 250 │ 崔勇   │ 8AF3 │    2 │    0 │    1 │    2 │   52 │   25 │   56 │   53 │   47 │   33 │    3 │   60 │
│ 251 │ 馬忠   │  210 │    1 │    3 │    1 │    3 │   55 │   42 │   57 │   52 │   47 │   48 │  130 │   46 │
│ 252 │ 宋果   │ 8C98 │    1 │    2 │    1 │    2 │   49 │   19 │   56 │   48 │   43 │   46 │    4 │   32 │
│ 253 │ 呂曠   │  185 │    2 │    1 │    1 │    3 │   68 │   27 │   73 │   25 │   21 │   50 │  106 │   33 │
│ 254 │ 呂翔   │ 9955 │    2 │    1 │    1 │    3 │   70 │   32 │   75 │   23 │   19 │   44 │  106 │   31 │
│ 255 │ 王則   │ DC21 │    1 │    3 │    2 │    0 │   46 │   18 │   53 │   61 │   72 │   68 │   23 │   65 │
│ 256 │ 陳紀   │ 9EA0 │    1 │    0 │    1 │    3 │   62 │   28 │   68 │   42 │   31 │   52 │  136 │   64 │
│ 257 │ 張昭   │  115 │    1 │    3 │    1 │    3 │   29 │   29 │   32 │   86 │   94 │   82 │  122 │   75 │
│ 258 │ 蔣欽   │  202 │    1 │    3 │    2 │    1 │   62 │   65 │   67 │   64 │   52 │   57 │  126 │   63 │
│ 259 │ 張紘   │  113 │    2 │    2 │    1 │    3 │   28 │   30 │   27 │   87 │   92 │   86 │  122 │   84 │
│ 260 │ 任峻   │ 9CE4 │    1 │    2 │    2 │    0 │   63 │   26 │   67 │   54 │   50 │   60 │   29 │   65 │
│ 261 │ 閻象   │ C860 │    0 │    3 │    1 │    2 │   32 │   10 │   39 │   70 │   83 │   61 │  148 │   72 │
│ 262 │ 董襲   │ 908E │    1 │    3 │    1 │    2 │   65 │   32 │   70 │   40 │   37 │   51 │  126 │   64 │
│ 263 │ 董昭   │ D073 │    1 │    2 │    1 │    3 │   48 │   17 │   52 │   62 │   77 │   59 │   21 │   48 │
│ 264 │ 呂範   │ C863 │    1 │    3 │    1 │    3 │   25 │   19 │   30 │   72 │   76 │   75 │  118 │   71 │
│ 265 │ 趙累   │ CA68 │    1 │    3 │    1 │    3 │   51 │   20 │   60 │   70 │   63 │   75 │   77 │   74 │
│ 266 │ 吳敦   │ 8D94 │    1 │    2 │    1 │    3 │   61 │   18 │   64 │   62 │   54 │   47 │   18 │   48 │
│ 267 │ 孫觀   │ 89AB │    2 │    2 │    1 │    3 │   62 │   54 │   67 │   49 │   38 │   30 │   16 │   42 │
│ 268 │ 胡車兒 │ 9D3C │    1 │    3 │    1 │    3 │   65 │   30 │   71 │   58 │   42 │   68 │  146 │   69 │
│ 269 │ 王垢   │ 9942 │    1 │    2 │    0 │    1 │   63 │   26 │   66 │   47 │   38 │   54 │   31 │   71 │
│ 270 │ 伍習   │ 9654 │    2 │    2 │    1 │    3 │   71 │   70 │   73 │   62 │   38 │   78 │   30 │   42 │
│ 271 │ 王忠   │ 8242 │    1 │    3 │    1 │    3 │   53 │   17 │   55 │   37 │   34 │   50 │   40 │   64 │
│ 272 │ 曹安民 │ 9C1C │    2 │    0 │    1 │    1 │   62 │   16 │   69 │   65 │   53 │   68 │   26 │   90 │
│ 273 │ 費觀   │ 9604 │    1 │    3 │    1 │    3 │   49 │   18 │   58 │   45 │   41 │   45 │   65 │   57 │
│ 274 │ 張先   │ 9C48 │    2 │    0 │    1 │    2 │   62 │   25 │   68 │   48 │   35 │   52 │  148 │   56 │
│ 275 │ 楊醜   │ 812B │    2 │    1 │    1 │    2 │   60 │   20 │   65 │   48 │   22 │   18 │   35 │   25 │
│ 276 │ 呂義   │ 9219 │    1 │    2 │    1 │    3 │   71 │   71 │   74 │   70 │   62 │   76 │   69 │   69 │
│ 277 │ 許泗   │ C8F0 │    0 │    3 │    1 │    3 │   20 │    9 │   23 │   78 │   45 │   35 │    5 │   33 │
│ 278 │ 史渙   │ 9240 │    2 │    0 │    1 │    3 │   63 │   22 │   68 │   43 │   41 │   49 │   22 │   64 │
│ 279 │ 史蹟   │ 959A │    2 │    0 │    1 │    3 │   60 │   43 │   65 │   52 │   41 │   53 │  115 │   67 │
│ 280 │ 尹禮   │ 9A98 │    2 │    1 │    1 │    3 │   65 │   21 │   68 │   47 │   40 │   37 │   16 │   44 │
│ 281 │ 王子服 │ 8146 │    2 │    1 │    1 │    0 │   54 │   20 │   79 │   64 │   54 │   70 │   93 │   85 │
│ 282 │ 費禕   │  141 │    1 │    3 │    2 │    0 │   23 │    6 │   25 │   75 │   82 │   85 │   70 │   83 │
│ 283 │ 吳子蘭 │ 99B6 │    2 │    0 │    0 │    3 │   60 │   28 │   68 │   59 │   52 │   76 │   83 │   83 │
│ 284 │ 傅彤   │ 8A3E │    2 │    0 │    1 │    3 │   63 │   24 │   69 │   67 │   61 │   69 │   70 │   85 │
│ 285 │ 朱靈   │ 92FD │    2 │    1 │    2 │    0 │   69 │   25 │   74 │   35 │   30 │   39 │   34 │   70 │
│ 286 │ 張南   │ 84A8 │    2 │    0 │    1 │    3 │   47 │   13 │   56 │   46 │   41 │   52 │  106 │   48 │
│ 287 │ 楊修   │  152 │    2 │    0 │    1 │    1 │   28 │   16 │   29 │   73 │   90 │   48 │   32 │   63 │
│ 288 │ 孫權   │  107 │    3 │    2 │    1 │    2 │   80 │   95 │   86 │   87 │   71 │   98 │  125 │   96 │
│ 289 │ 吳碩   │ DEFB │    2 │    0 │    1 │    0 │   51 │   22 │   62 │   58 │   70 │   69 │   82 │   79 │
│ 290 │ 呂蒙   │  163 │    2 │    2 │    2 │    0 │   80 │   90 │   84 │   91 │   65 │   88 │  124 │   90 │
│ 291 │ 尚拳   │ CC33 │    0 │    3 │    1 │    3 │   20 │   11 │   24 │   69 │   73 │   58 │  124 │   70 │
│ 292 │ 嚴畯   │   57 │    2 │    1 │    1 │    1 │   24 │   20 │   25 │   71 │   73 │   60 │  133 │   75 │
│ 293 │ 楊洪   │ DEB3 │    0 │    3 │    2 │    0 │   15 │    5 │   52 │   64 │   52 │   45 │   68 │   59 │
│ 294 │ 龐德   │  148 │    1 │    0 │    2 │    0 │   81 │   71 │   94 │   65 │   58 │   70 │   35 │   59 │
│ 295 │ 許靖   │   44 │    0 │    3 │    1 │    3 │   16 │    5 │   21 │   75 │   76 │   52 │   70 │   48 │
│ 296 │ 司馬懿 │   78 │    3 │    3 │    2 │    2 │   95 │   79 │   62 │   98 │   90 │   80 │   26 │   89 │
│ 297 │ 趙叡   │ 802D │    1 │    3 │    1 │    1 │   58 │   27 │   63 │   56 │   47 │   61 │   94 │   58 │
│ 298 │ 孟坦   │ 8D38 │    1 │    2 │    1 │    0 │   62 │   25 │   69 │   53 │   41 │   28 │   21 │   61 │
│ 299 │ 關平   │   40 │    2 │    1 │    2 │    2 │   78 │   70 │   80 │   74 │   60 │   75 │   75 │   88 │
│ 300 │ 韓莒子 │ 9020 │    2 │    0 │    1 │    2 │   50 │   21 │   54 │   51 │   43 │   46 │   98 │   43 │
│ 301 │ 孔秀   │ 8962 │    1 │    2 │    1 │    1 │   58 │   19 │   64 │   47 │   36 │   45 │   20 │   57 │
│ 302 │ 王植   │ 9C70 │    1 │    3 │    1 │    0 │   58 │   26 │   62 │   59 │   50 │   41 │   20 │   62 │
│ 303 │ 許貢   │ D6B2 │    1 │    3 │    1 │    3 │   61 │   33 │   65 │   58 │   52 │   49 │   18 │   31 │
│ 304 │ 蔡和   │ 90EA │    1 │    2 │    1 │    1 │   40 │   19 │   53 │   39 │   37 │   37 │   36 │   45 │
│ 305 │ 韓猛   │ 9CBB │    2 │    0 │    1 │    1 │   61 │   24 │   65 │   43 │   41 │   48 │   90 │   52 │
│ 306 │ 楊齡   │ 869A │    1 │    3 │    1 │    0 │   47 │   18 │   48 │   51 │   62 │   57 │   20 │   58 │
│ 307 │ 秦琪   │ 99E5 │    2 │    0 │    1 │    2 │   57 │   27 │   63 │   52 │   46 │   38 │   20 │   56 │
│ 308 │ 程秉   │ D2EB │    1 │    3 │    1 │    2 │   18 │    9 │   20 │   62 │   73 │   75 │  118 │   70 │
│ 309 │ 胡班   │ 9171 │    1 │    2 │    1 │    3 │   65 │   24 │   70 │   62 │   50 │   69 │   19 │   81 │
│ 310 │ 鄧芝   │  132 │    2 │    0 │    2 │    0 │   70 │   68 │   52 │   83 │   79 │   95 │   70 │   80 │
│ 311 │ 陸績   │ D131 │    2 │    0 │    1 │    3 │   27 │   20 │   32 │   68 │   54 │   65 │  120 │   64 │
│ 312 │ 郭攸之 │   41 │    1 │    3 │    1 │    3 │   45 │   31 │   38 │   75 │   85 │   70 │   80 │   76 │
│ 313 │ 孫禮   │  204 │    0 │    3 │    1 │    2 │   68 │   28 │   73 │   69 │   63 │   59 │   21 │   48 │
│ 314 │ 辛明   │ 94F5 │    1 │    3 │    1 │    3 │   54 │   26 │   59 │   48 │   42 │   65 │  109 │   82 │
│ 315 │ 徐盛   │  174 │    2 │    1 │    2 │    0 │   59 │   32 │   65 │   70 │   77 │   71 │  122 │   75 │
│ 316 │ 劉琦   │  156 │    1 │    2 │    1 │    2 │   50 │   46 │   30 │   63 │   72 │   68 │   45 │   64 │
│ 317 │ 劉勳   │ 99F8 │    1 │    1 │    1 │    0 │   51 │   21 │   59 │   56 │   49 │   54 │   90 │   52 │
│ 318 │ 賈逵   │  197 │    1 │    3 │    2 │    0 │   54 │   20 │   55 │   64 │   71 │   68 │   29 │   73 │
│ 319 │ 罈雄   │  219 │    1 │    0 │    1 │    3 │   71 │   40 │   80 │   23 │   19 │   30 │  127 │   42 │
│ 320 │ 蔡陽   │ 857A │    1 │    2 │    1 │    2 │   61 │   20 │   64 │   42 │   31 │   42 │   28 │   57 │
│ 321 │ 韓福   │ 9A60 │    2 │    0 │    1 │    2 │   59 │   21 │   67 │   56 │   40 │   31 │   20 │   36 │
│ 322 │ 韓玄   │   30 │    0 │    3 │    1 │    2 │   46 │   17 │   57 │   35 │   28 │   10 │   14 │   31 │
│ 323 │ 劉辟   │ 91B3 │    1 │    3 │    1 │    3 │   65 │   28 │   67 │   59 │   42 │   61 │   93 │   68 │
│ 324 │ 朱讚   │ 8D09 │    1 │    3 │    1 │    2 │   72 │   70 │   74 │   48 │   43 │   73 │   21 │   64 │
│ 325 │ 呂威璜 │ 856D │    1 │    3 │    1 │    2 │   59 │   24 │   65 │   50 │   41 │   42 │   93 │   67 │
│ 326 │ 朱然   │ 8DCC │    2 │    2 │    1 │    3 │   70 │   70 │   75 │   35 │   27 │   60 │  121 │   75 │
│ 327 │ 張達   │ 9903 │    1 │    2 │    1 │    3 │   39 │   19 │   50 │   33 │   36 │   21 │  108 │   10 │
│ 328 │ 卞喜   │ 9D88 │    2 │    0 │    1 │    3 │   64 │   23 │   67 │   58 │   54 │   42 │   20 │   63 │
│ 329 │ 張著   │ 9C43 │    1 │    0 │    2 │    1 │   51 │   20 │   58 │   35 │   31 │   30 │   80 │   63 │
│ 330 │ 趙統   │  118 │    1 │    1 │    2 │    1 │   61 │   22 │   70 │   69 │   57 │   70 │   75 │   80 │
│ 331 │ 鮑隆   │ 822A │    1 │    3 │    1 │    3 │   62 │   20 │   70 │   39 │   28 │   47 │   56 │   58 │
│ 332 │ 蔣奇   │ 84A3 │    1 │    1 │    1 │    1 │   60 │   22 │   72 │   41 │   37 │   49 │  106 │   49 │
│ 333 │ 魯肅   │  167 │    2 │    1 │    2 │    0 │   78 │   79 │   61 │   95 │   84 │   90 │  124 │   88 │
│ 334 │ 丁奉   │  209 │    1 │    3 │    1 │    3 │   70 │   70 │   75 │   65 │   74 │   71 │  122 │   64 │
│ 335 │ 典滿   │ 9EB4 │    1 │    2 │    1 │    3 │   65 │   24 │   72 │   27 │   20 │   48 │   23 │   75 │
│ 336 │ 李嚴   │  213 │    2 │    2 │    2 │    0 │   72 │   70 │   75 │   74 │   54 │   71 │   69 │   70 │
│ 337 │ 郝昭   │   17 │    2 │    2 │    1 │    3 │   80 │   76 │   85 │   76 │   70 │   83 │   23 │   93 │
│ 338 │ 張休   │  172 │    2 │    0 │    1 │    3 │   44 │   39 │   35 │   71 │   82 │   74 │  122 │   75 │
│ 339 │ 黃忠   │   64 │    2 │    1 │    1 │    2 │   90 │   76 │   95 │   67 │   64 │   87 │   71 │   92 │
│ 340 │ 王平   │  220 │    2 │    2 │    1 │    3 │   72 │   70 │   72 │   67 │   59 │   81 │   68 │   76 │
│ 341 │ 孫匡   │ C528 │    2 │    0 │    1 │    3 │   58 │   37 │   59 │   59 │   68 │   53 │  125 │   70 │
│ 342 │ 孟達   │  211 │    1 │    3 │    1 │    3 │   71 │   70 │   73 │   70 │   58 │   67 │   40 │   37 │
│ 343 │ 蘇由   │ 86FB │    2 │    0 │    1 │    3 │   59 │   21 │   59 │   44 │   25 │   52 │  104 │   57 │
│ 344 │ 蔣琬   │   83 │    2 │    0 │    1 │    3 │   73 │   70 │   60 │   85 │   80 │   84 │   77 │   90 │
│ 345 │ 蔡中   │ 8200 │    1 │    1 │    1 │    1 │   30 │   21 │   51 │   36 │   41 │   35 │   36 │   45 │
│ 346 │ 沮鵠   │ 89A5 │    1 │    3 │    1 │    0 │   62 │   24 │   64 │   52 │   41 │   63 │   97 │   71 │
│ 347 │ 孫朗   │ D5F8 │    2 │    1 │    1 │    3 │   55 │   34 │   57 │   54 │   63 │   53 │  125 │   82 │
│ 348 │ 李孚   │ C6E1 │    1 │    3 │    2 │    0 │   37 │   19 │   48 │   62 │   75 │   52 │  105 │   60 │
│ 349 │ 王累   │ D6E0 │    1 │    3 │    1 │    3 │   21 │    4 │   23 │   80 │   85 │   78 │   55 │   96 │
│ 350 │ 公孫恭 │ 8E7A │    3 │    0 │    2 │    0 │   72 │   70 │   71 │   67 │   52 │   74 │   15 │   40 │
│ 351 │ 張苞   │  120 │    2 │    2 │    2 │    2 │   83 │   72 │   92 │   37 │   30 │   55 │   75 │   28 │
│ 352 │ 公孫康 │ 9651 │    3 │    0 │    2 │    1 │   70 │   70 │   70 │   62 │   56 │   72 │   10 │   48 │
│ 353 │ 劉晙   │ 84E4 │    1 │    3 │    1 │    3 │   61 │   29 │   67 │   52 │   46 │   51 │   53 │   57 │
│ 354 │ 尹鍇   │ 9ECE │    2 │    0 │    1 │    2 │   42 │   17 │   63 │   47 │   42 │   31 │  105 │   51 │
│ 355 │ 陸遜   │  165 │    2 │    1 │    1 │    3 │   71 │   99 │   80 │   95 │   87 │   88 │  126 │   89 │
│ 356 │ 夏侯德 │   25 │    2 │    1 │    2 │    0 │   67 │   22 │   69 │   59 │   58 │   64 │   24 │   77 │
│ 357 │ 全綜   │ 8699 │    1 │    1 │    1 │    2 │   73 │   70 │   82 │   70 │   36 │   73 │  131 │   76 │
│ 358 │ 孫瑜   │   65 │    1 │    3 │    1 │    3 │   60 │   49 │   64 │   52 │   48 │   70 │  125 │   81 │
│ 359 │ 孫翊   │  109 │    1 │    3 │    1 │    3 │   70 │   52 │   76 │   42 │   35 │   45 │  125 │   78 │
│ 360 │ 傅嬰   │ 9624 │    2 │    0 │    1 │    3 │   74 │   71 │   71 │   55 │   42 │   65 │  126 │   63 │
│ 361 │ 孫韶   │ 95FD │    2 │    0 │    1 │    3 │   65 │   82 │   72 │   32 │   21 │   70 │  124 │   51 │
│ 362 │ 范疆   │ 9483 │    0 │    3 │    1 │    1 │   41 │   14 │   56 │   36 │   22 │   25 │  108 │   12 │
│ 363 │ 關興   │   32 │    2 │    1 │    2 │    1 │   85 │   70 │   88 │   70 │   61 │   72 │   75 │   90 │
│ 364 │ 朱桓   │   82 │    2 │    3 │    1 │    3 │   76 │   81 │   83 │   75 │   69 │   82 │  120 │   85 │
│ 365 │ 龐義   │ CE79 │    1 │    3 │    1 │    3 │   30 │   12 │   35 │   61 │   72 │   69 │   67 │   72 │
│ 366 │ 吳班   │  200 │    1 │    3 │    1 │    3 │   64 │   21 │   65 │   47 │   43 │   62 │   70 │   70 │
│ 367 │ 郭奕   │   14 │    2 │    1 │    1 │    3 │   23 │   13 │   29 │   65 │   80 │   47 │   25 │   58 │
│ 368 │ 劉琮   │  168 │    1 │    2 │    2 │    0 │   52 │   16 │   59 │   52 │   65 │   48 │   45 │   53 │
│ 369 │ 夏侯霸 │   26 │    2 │    3 │    1 │    3 │   82 │   74 │   87 │   59 │   55 │   71 │   25 │   89 │
│ 370 │ 曹真   │   99 │    2 │    2 │    2 │    0 │   78 │   70 │   73 │   61 │   48 │   72 │   24 │   79 │
│ 371 │ 田疇   │ 9DF9 │    1 │    1 │    1 │    3 │   75 │   70 │   70 │   47 │   58 │   76 │   93 │   72 │
│ 372 │ 張嶷   │  205 │    1 │    2 │    1 │    3 │   64 │   23 │   71 │   65 │   36 │   59 │   65 │   65 │
│ 373 │ 凌統   │  181 │    2 │    2 │    1 │    3 │   71 │   70 │   81 │   65 │   57 │   74 │  120 │   84 │
│ 374 │ 寥立   │ C0A0 │    1 │    0 │    2 │    0 │   37 │   16 │   43 │   68 │   70 │   51 │   70 │   53 │
│ 375 │ 向寵   │   84 │    2 │    2 │    2 │    0 │   82 │   70 │   40 │   85 │   73 │   78 │   79 │   80 │
│ 376 │ 孫桓   │ 9970 │    2 │    0 │    1 │    2 │   63 │   81 │   70 │   52 │   58 │   73 │  127 │   68 │
│ 377 │ 張承   │ 961C │    2 │    0 │    1 │    3 │   61 │   27 │   65 │   41 │   33 │   53 │  130 │   74 │
│ 378 │ 陳群   │  125 │    2 │    2 │    2 │    0 │   70 │   66 │   50 │   92 │   81 │   75 │   29 │   80 │
│ 379 │ 夏侯蘭 │ 9550 │    2 │    0 │    1 │    3 │   70 │   70 │   72 │   53 │   42 │   68 │   23 │   73 │
│ 380 │ 龐柔   │ 8E6E │    0 │    3 │    1 │    3 │   63 │   21 │   68 │   54 │   48 │   35 │   71 │   44 │
│ 381 │ 諸葛亮 │   76 │    2 │    0 │    2 │    0 │   92 │   78 │   61 │  100 │   92 │   95 │   75 │   98 │
│ 382 │ 郭淮   │  187 │    2 │    0 │    1 │    3 │   53 │   20 │   58 │   66 │   67 │   50 │   15 │   48 │
│ 383 │ 駱統   │ C952 │    0 │    2 │    1 │    1 │   33 │   28 │   41 │   65 │   73 │   32 │  130 │   67 │
│ 384 │ 曹丕   │  103 │    3 │    3 │    2 │    2 │   65 │   25 │   68 │   65 │   73 │   70 │   25 │   79 │
│ 385 │ 關索   │   33 │    2 │    1 │    2 │    1 │   80 │   70 │   85 │   68 │   59 │   70 │   75 │   89 │
│ 386 │ 馬良   │  140 │    2 │    1 │    2 │    1 │   73 │   69 │   45 │   80 │   92 │   85 │   77 │   81 │
│ 387 │ 邢道榮 │   54 │    2 │    1 │    1 │    2 │   70 │   21 │   78 │   30 │   26 │   54 │  136 │   42 │
│ 388 │ 司馬朗 │ D50A │    2 │    2 │    2 │    1 │   28 │   23 │   41 │   69 │   83 │   52 │   26 │   87 │
│ 389 │ 趙廣   │  124 │    1 │    2 │    2 │    2 │   70 │   70 │   73 │   64 │   53 │   69 │   75 │   70 │
│ 390 │ 王粲   │    6 │    1 │    0 │    2 │    1 │   28 │   13 │   30 │   70 │   86 │   68 │   30 │   70 │
│ 391 │ 曹植   │   98 │    0 │    2 │    1 │    2 │   12 │   10 │   15 │   76 │   82 │   83 │   25 │   84 │
│ 392 │ 牛金   │   50 │    1 │    3 │    1 │    3 │   73 │   70 │   82 │   35 │   21 │   57 │   29 │   69 │
│ 393 │ 晏明   │ 9D5B │    2 │    1 │    1 │    0 │   59 │   20 │   62 │   34 │   27 │   27 │   24 │   64 │
│ 394 │ 劉賢   │ D508 │    1 │    3 │    1 │    1 │   49 │   23 │   58 │   58 │   63 │   49 │  135 │   48 │
│ 395 │ 步騭   │ C042 │    2 │    1 │    2 │    0 │   20 │   11 │   25 │   65 │   74 │   72 │  120 │   75 │
│ 396 │ 夏侯尚 │   23 │    2 │    2 │    2 │    0 │   68 │   25 │   70 │   60 │   54 │   67 │   24 │   82 │
│ 397 │ 周魴   │ DEF9 │    2 │    1 │    1 │    3 │   40 │   33 │   49 │   71 │   79 │   60 │  120 │   80 │
