                                             三國志III 人物表                                              
┏━━━━━┳━━━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┓
┃ ID  ┃ 姓名   ┃   顏 ┃ 野心 ┃ 運氣 ┃ 冷靜 ┃ 勇猛 ┃ 陸指 ┃ 水指 ┃ 武力 ┃ 智力 ┃ 政治 ┃ 魅力 ┃ 相性 ┃ 義理 ┃
│ 195 │ 田續   │ 96B1 │    1 │    3 │    1 │    2 │   58 │   23 │   67 │   49 │   41 │   42 │   32 │   39 │
│ 196 │ 田章   │ 8979 │    1 │    2 │    1 │    1 │   53 │   25 │   68 │   45 │   39 │   46 │   32 │   57 │
│ 197 │ 孫亮   │ C6D0 │    3 │    1 │    1 │    3 │   23 │   20 │   29 │   70 │   79 │   88 │  125 │   85 │
│ 198 │ 薛瑩   │ DDCB │    0 │    2 │    1 │    1 │   33 │   16 │   40 │   61 │   78 │   62 │  139 │   58 │
│ 199 │ 孫秀   │ 9149 │    0 │    3 │    1 │    2 │   60 │   75 │   76 │   68 │   59 │   80 │  123 │   72 │
│ 200 │ 孫翼   │ 8EBB │    2 │    0 │    0 │    3 │   66 │   84 │   74 │   72 │   53 │   66 │  128 │   56 │
│ 201 │ 沈瑩   │ 8592 │    2 │    0 │    1 │    1 │   71 │   70 │   70 │   51 │   38 │   74 │  135 │   80 │
│ 202 │ 孫皓   │ 9444 │    2 │    3 │    3 │    0 │   69 │   23 │   70 │   62 │   51 │   46 │  125 │   63 │
│ 203 │ 岑昏   │ CEA2 │    0 │    3 │    2 │    1 │   28 │   15 │   34 │   62 │   77 │   27 │  140 │   36 │
│ 204 │ 司馬炎 │ C041 │    3 │    2 │    2 │    3 │   90 │   71 │   86 │   71 │   54 │   63 │   26 │   52 │
└─────┴────────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┘
