                                             三國志III 人物表                                              
┏━━━━━┳━━━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┳━━━━━━┓
┃ ID  ┃ 姓名   ┃   顏 ┃ 野心 ┃ 運氣 ┃ 冷靜 ┃ 勇猛 ┃ 陸指 ┃ 水指 ┃ 武力 ┃ 智力 ┃ 政治 ┃ 魅力 ┃ 相性 ┃ 義理 ┃
│ 196 │ 費觀   │ 9604 │    1 │    3 │    1 │    3 │   49 │   18 │   58 │   45 │   41 │   45 │   65 │   57 │
│ 197 │ 費詩   │ C998 │    1 │    3 │    1 │    2 │   22 │    9 │   30 │   54 │   63 │   56 │   68 │   59 │
│ 198 │ 糜竺   │  142 │    1 │    1 │    2 │    1 │   36 │   15 │   40 │   64 │   78 │   78 │   81 │   80 │
│ 199 │ 糜芳   │  222 │    1 │    3 │    1 │    3 │   59 │   21 │   63 │   25 │   18 │   10 │   81 │    8 │
│ 200 │ 傅嬰   │ 9624 │    2 │    0 │    1 │    3 │   74 │   71 │   71 │   55 │   42 │   65 │  126 │   63 │
│ 201 │ 張繡   │  206 │    2 │    1 │    1 │    3 │   68 │   28 │   74 │   53 │   49 │   67 │  148 │   53 │
│ 202 │ 傅士仁 │ 88E3 │    1 │    2 │    1 │    2 │   52 │   20 │   58 │   38 │   32 │   17 │  110 │   13 │
│ 203 │ 蒯良   │   11 │    2 │    1 │    1 │    2 │   27 │   10 │   30 │   72 │   80 │   58 │   40 │   60 │
│ 204 │ 傅彤   │ 8A3E │    2 │    0 │    1 │    3 │   63 │   24 │   69 │   67 │   61 │   69 │   70 │   85 │
│ 205 │ 傅巽   │ C910 │    0 │    3 │    2 │    2 │   39 │   18 │   43 │   66 │   75 │   58 │   38 │   52 │
│ 206 │ 龐義   │ CE79 │    1 │    3 │    1 │    3 │   30 │   12 │   35 │   61 │   72 │   69 │   67 │   72 │
│ 207 │ 龐柔   │ 8E6E │    0 │    3 │    1 │    3 │   63 │   21 │   68 │   54 │   48 │   35 │   71 │   44 │
│ 208 │ 法正   │  146 │    2 │    1 │    2 │    0 │   66 │   65 │   52 │   87 │   78 │   80 │   70 │   69 │
│ 209 │ 步騭   │ C042 │    2 │    1 │    2 │    0 │   20 │   11 │   25 │   65 │   74 │   72 │  120 │   75 │
│ 210 │ 尹禮   │ 9A98 │    2 │    1 │    1 │    3 │   65 │   21 │   68 │   47 │   40 │   37 │   16 │   44 │
│ 211 │ 毛玠   │ 9DA1 │    1 │    3 │    1 │    2 │   48 │   50 │   57 │   49 │   47 │   52 │   30 │   56 │
│ 212 │ 阿會喃 │ 8DA4 │    0 │    3 │    1 │    3 │   68 │   14 │   70 │   22 │   31 │   15 │   56 │   75 │
│ 213 │ 孟達   │  211 │    1 │    3 │    1 │    3 │   71 │   70 │   73 │   70 │   58 │   67 │   40 │   37 │
│ 214 │ 孟優   │  151 │    2 │    1 │    2 │    0 │   70 │   26 │   83 │   12 │    5 │   12 │   52 │   47 │
│ 215 │ 雍闓   │ 99F2 │    3 │    1 │    1 │    1 │   70 │   21 │   75 │   44 │   30 │   52 │   60 │   41 │
│ 216 │ 楊琦   │ CCF2 │    1 │    0 │    1 │    2 │   44 │   22 │   47 │   66 │   74 │   78 │   85 │   82 │
│ 217 │ 王平   │  220 │    2 │    2 │    1 │    3 │   72 │   70 │   72 │   67 │   59 │   81 │   68 │   76 │
│ 218 │ 楊洪   │ DEB3 │    0 │    3 │    2 │    0 │   15 │    5 │   52 │   64 │   52 │   45 │   68 │   59 │
│ 219 │ 楊秋   │ 9432 │    1 │    3 │    1 │    2 │   62 │   23 │   66 │   15 │   11 │   37 │   68 │   21 │
│ 220 │ 楊祚   │ 86B8 │    1 │    1 │    1 │    2 │   72 │   70 │   63 │   44 │   37 │   40 │    9 │   52 │
│ 221 │ 楊阜   │ 9969 │    1 │    3 │    1 │    3 │   65 │   24 │   66 │   59 │   52 │   67 │   30 │   60 │
│ 222 │ 楊密   │ D4AB │    1 │    2 │    1 │    2 │   32 │   14 │   41 │   71 │   78 │   76 │   12 │   82 │
│ 223 │ 雷薄   │ 94AB │    0 │    3 │    1 │    2 │   59 │   22 │   65 │   37 │   26 │   14 │  138 │   19 │
│ 224 │ 駱統   │ C952 │    0 │    2 │    1 │    1 │   33 │   28 │   41 │   65 │   73 │   32 │  130 │   67 │
│ 225 │ 李異   │  184 │    3 │    2 │    1 │    1 │   68 │   45 │   80 │   24 │   18 │   30 │  128 │   68 │
│ 226 │ 李恢   │  180 │    1 │    3 │    1 │    3 │   72 │   70 │   70 │   88 │   76 │   78 │   65 │   80 │
│ 227 │ 陸績   │ D131 │    2 │    0 │    1 │    3 │   27 │   20 │   32 │   68 │   54 │   65 │  120 │   64 │
│ 228 │ 陸遜   │  165 │    2 │    1 │    1 │    3 │   71 │   99 │   80 │   95 │   87 │   88 │  126 │   89 │
│ 229 │ 李珪   │ D9C8 │    1 │    1 │    1 │    3 │   24 │   12 │   28 │   58 │   65 │   75 │   48 │   72 │
│ 230 │ 李嚴   │  213 │    2 │    2 │    2 │    0 │   72 │   70 │   75 │   74 │   54 │   71 │   69 │   70 │
│ 231 │ 李典   │  214 │    1 │    3 │    2 │    1 │   73 │   70 │   72 │   47 │   36 │   53 │   22 │   69 │
│ 232 │ 李孚   │ C6E1 │    1 │    3 │    2 │    0 │   37 │   19 │   48 │   62 │   75 │   52 │  105 │   60 │
│ 233 │ 倫直   │ 964D │    1 │    2 │    1 │    0 │   53 │   26 │   57 │   56 │   50 │   64 │   15 │   72 │
│ 234 │ 劉延   │ CD78 │    1 │    3 │    1 │    3 │   40 │   20 │   45 │   50 │   57 │   32 │   51 │   56 │
│ 235 │ 劉賢   │ D508 │    1 │    3 │    1 │    1 │   49 │   23 │   58 │   58 │   63 │   49 │  135 │   48 │
│ 236 │ 劉璋   │  157 │    0 │    3 │    1 │    0 │   47 │   21 │   52 │   51 │   63 │   82 │   55 │   84 │
│ 237 │ 劉循   │  169 │    0 │    3 │    1 │    3 │   52 │   25 │   58 │   44 │   37 │   60 │   55 │   75 │
│ 238 │ 劉先   │ CDC3 │    1 │    0 │    1 │    1 │   49 │   20 │   55 │   58 │   69 │   43 │   37 │   51 │
│ 239 │ 劉岱   │ 8E6C │    2 │    0 │    1 │    2 │   59 │   27 │   64 │   43 │   29 │   18 │   36 │   22 │
│ 240 │ 劉巴   │ DCE1 │    1 │    3 │    1 │    0 │   53 │   25 │   54 │   70 │   62 │   49 │   66 │   70 │
│ 241 │ 劉磐   │ 8A33 │    0 │    3 │    1 │    3 │   48 │   28 │   53 │   56 │   52 │   62 │   69 │   53 │
│ 242 │ 劉豹   │ DC72 │    1 │    0 │    1 │    0 │   12 │    6 │   15 │   51 │   63 │   52 │   72 │   47 │
│ 243 │ 尹默   │ D8F3 │    0 │    3 │    1 │    2 │   22 │    7 │   20 │   73 │   87 │   30 │   81 │   60 │
│ 244 │ 柳甫   │ C6D2 │    1 │    3 │    1 │    2 │   32 │   15 │   42 │   61 │   69 │   43 │    9 │   46 │
│ 245 │ 劉封   │  215 │    0 │    2 │    2 │    1 │   59 │   21 │   63 │   57 │   50 │   59 │   75 │   74 │
│ 246 │ 和洽   │ C589 │    1 │    1 │    1 │    2 │   29 │   10 │   35 │   58 │   71 │   46 │   28 │   43 │
│ 247 │ 呂威璜 │ 856D │    1 │    3 │    1 │    2 │   59 │   24 │   65 │   50 │   41 │   42 │   93 │   67 │
│ 248 │ 寥化   │  216 │    1 │    3 │    1 │    3 │   41 │   23 │   62 │   60 │   49 │   65 │   80 │   71 │
│ 249 │ 梁寬   │ 914B │    1 │    3 │    1 │    3 │   64 │   25 │   69 │   40 │   31 │   18 │   29 │   35 │
│ 250 │ 蒯越   │   10 │    1 │    3 │    1 │    3 │   26 │    9 │   29 │   74 │   81 │   60 │   40 │   64 │
│ 251 │ 寥立   │ C0A0 │    1 │    0 │    2 │    0 │   37 │   16 │   43 │   68 │   70 │   51 │   70 │   53 │
│ 252 │ 呂凱   │  217 │    1 │    2 │    1 │    3 │   32 │   18 │   43 │   68 │   75 │   71 │   70 │   75 │
│ 253 │ 呂義   │ 9219 │    1 │    2 │    1 │    3 │   71 │   71 │   74 │   70 │   62 │   76 │   69 │   69 │
│ 254 │ 呂虔   │ 92F2 │    2 │    2 │    1 │    2 │   63 │   30 │   72 │   24 │   16 │   58 │   30 │   72 │
│ 255 │ 呂建   │ 8D63 │    1 │    3 │    2 │    0 │   57 │   23 │   68 │   56 │   48 │   59 │   29 │   56 │
│ 256 │ 呂常   │ 9A23 │    1 │    3 │    1 │    3 │   61 │   23 │   66 │   32 │   28 │   45 │   32 │   55 │
│ 257 │ 呂範   │ C863 │    1 │    3 │    1 │    3 │   25 │   19 │   30 │   72 │   76 │   75 │  118 │   71 │
│ 258 │ 路昭   │ 866B │    2 │    0 │    1 │    3 │   61 │   27 │   65 │   42 │   33 │   39 │   39 │   67 │
│ 259 │ 母丘儉 │   37 │    2 │    2 │    1 │    2 │   74 │   23 │   75 │   50 │   47 │   48 │   39 │   13 │
│ 260 │ 姜維   │   43 │    2 │    2 │    2 │    0 │   88 │   75 │   91 │   92 │   72 │   85 │   73 │   88 │
│ 261 │ 諸葛恪 │   74 │    2 │    1 │    1 │    3 │   69 │   75 │   52 │   95 │   83 │   75 │  122 │   82 │
│ 262 │ 鄧艾   │  143 │    2 │    0 │    2 │    0 │   87 │   75 │   85 │   93 │   81 │   74 │   29 │   60 │
│ 263 │ 馬遵   │ 9653 │    2 │    1 │    1 │    2 │   63 │   19 │   64 │   62 │   58 │   67 │   22 │   79 │
│ 264 │ 孫登   │ CD20 │    2 │    3 │    1 │    3 │   31 │   23 │   35 │   50 │   56 │   80 │  125 │   90 │
│ 265 │ 劉禪   │  158 │    0 │    1 │    1 │    3 │   18 │    4 │   22 │   20 │   32 │   64 │   75 │   80 │
│ 266 │ 司馬師 │   79 │    2 │    3 │    2 │    0 │   79 │   76 │   65 │   87 │   81 │   75 │   26 │   85 │
│ 267 │ 樂綝   │ 9ECA │    1 │    2 │    1 │    3 │   53 │   12 │   56 │   43 │   25 │   31 │   22 │   52 │
│ 268 │ 文欽   │   92 │    2 │    2 │    1 │    3 │   74 │   29 │   80 │   30 │   21 │   61 │   39 │   62 │
│ 269 │ 陳泰   │  207 │    2 │    2 │    1 │    3 │   72 │   70 │   79 │   78 │   69 │   69 │   29 │   47 │
│ 270 │ 秦良   │ 9ED3 │    1 │    2 │    1 │    1 │   62 │   25 │   65 │   44 │   40 │   56 │   21 │   59 │
│ 271 │ 司馬昭 │   80 │    2 │    2 │    2 │    0 │   75 │   72 │   66 │   85 │   82 │   70 │   26 │   78 │
│ 272 │ 秦朗   │ 8173 │    1 │    3 │    1 │    0 │   61 │   28 │   66 │   37 │   21 │   47 │   20 │   50 │
│ 273 │ 諸葛誕 │    8 │    2 │    0 │    1 │    3 │   66 │   70 │   72 │   70 │   59 │   80 │   38 │   57 │
│ 274 │ 曹爽   │ 8ACC │    3 │    2 │    1 │    2 │   59 │   27 │   65 │   52 │   48 │   62 │   24 │   58 │
│ 275 │ 劉永   │ D559 │    1 │    2 │    1 │    0 │   46 │   17 │   52 │   62 │   69 │   53 │   75 │   82 │
│ 276 │ 劉理   │ D649 │    1 │    1 │    2 │    0 │   46 │   18 │   48 │   63 │   67 │   69 │   75 │   80 │
│ 277 │ 曹義   │ 8284 │    2 │    0 │    1 │    2 │   52 │   14 │   64 │   59 │   44 │   50 │   27 │   63 │
│ 278 │ 曹彥   │ C188 │    2 │    0 │    1 │    2 │   62 │   24 │   66 │   60 │   68 │   59 │   27 │   68 │
│ 279 │ 曹宇   │ D8AA │    0 │    2 │    2 │    2 │   64 │   23 │   69 │   68 │   71 │   74 │   25 │   92 │
│ 280 │ 曹訓   │ 8D0C │    1 │    3 │    1 │    1 │   73 │   71 │   71 │   62 │   54 │   74 │   27 │   79 │
│ 281 │ 羊祜   │ 91F1 │    2 │    0 │    1 │    3 │   83 │   72 │   46 │   80 │   79 │   74 │   27 │   81 │
│ 282 │ 孫和   │ D6B0 │    2 │    2 │    1 │    3 │   35 │   28 │   39 │   50 │   58 │   80 │  125 │   85 │
│ 283 │ 鍾會   │   52 │    2 │    3 │    2 │    0 │   80 │   74 │   70 │   94 │   70 │   79 │   33 │   15 │
│ 284 │ 公孫修 │ DD91 │    1 │    1 │    0 │    3 │   56 │   27 │   66 │   47 │   68 │   32 │   10 │   46 │
│ 285 │ 曹芳   │ D19A │    3 │    1 │    3 │    0 │   46 │   13 │   50 │   47 │   54 │   56 │   25 │   70 │
│ 286 │ 劉諶   │ 88A9 │    1 │    2 │    1 │    1 │   62 │   20 │   63 │   61 │   64 │   81 │   75 │   98 │
│ 287 │ 夏侯玄 │ C1E9 │    0 │    3 │    1 │    2 │   31 │   14 │   43 │   79 │   92 │   72 │   25 │   97 │
│ 288 │ 曹髦   │ 805C │    3 │    0 │    1 │    3 │   58 │   20 │   64 │   37 │   31 │   35 │   25 │   47 │
│ 289 │ 陸抗   │ 9D09 │    1 │    2 │    1 │    3 │   65 │   98 │   77 │   77 │   69 │   87 │  126 │   70 │
│ 290 │ 孫休   │ CCB8 │    3 │    0 │    3 │    0 │   40 │   19 │   42 │   58 │   65 │   59 │  124 │   79 │
│ 291 │ 田章   │ 8979 │    1 │    2 │    1 │    1 │   53 │   25 │   68 │   45 │   39 │   46 │   32 │   57 │
│ 292 │ 田續   │ 96B1 │    1 │    3 │    1 │    2 │   58 │   23 │   67 │   49 │   41 │   42 │   32 │   39 │
│ 293 │ 曹奐   │ C27A │    2 │    3 │    3 │    0 │   41 │   16 │   43 │   50 │   52 │   59 │   25 │   42 │
│ 294 │ 孫異   │ 92BA │    1 │    3 │    1 │    2 │   62 │   82 │   70 │   60 │   49 │   71 │  122 │   67 │
│ 295 │ 孫亮   │ C6D0 │    3 │    1 │    1 │    3 │   23 │   20 │   29 │   70 │   79 │   88 │  125 │   85 │
│ 296 │ 孫翼   │ 8EBB │    2 │    0 │    0 │    3 │   66 │   84 │   74 │   72 │   53 │   66 │  128 │   56 │
│ 297 │ 孫皓   │ 9444 │    2 │    3 │    3 │    0 │   69 │   23 │   70 │   62 │   51 │   46 │  125 │   63 │
│ 298 │ 薛瑩   │ DDCB │    0 │    2 │    1 │    1 │   33 │   16 │   40 │   61 │   78 │   62 │  139 │   58 │
│ 299 │ 沈瑩   │ 8592 │    2 │    0 │    1 │    1 │   71 │   70 │   70 │   51 │   38 │   74 │  135 │   80 │
│ 300 │ 孫秀   │ 9149 │    0 │    3 │    1 │    2 │   60 │   75 │   76 │   68 │   59 │   80 │  123 │   72 │
│ 301 │ 岑昏   │ CEA2 │    0 │    3 │    2 │    1 │   28 │   15 │   34 │   62 │   77 │   27 │  140 │   36 │
│ 302 │ 司馬炎 │ C041 │    3 │    2 │    2 │    3 │   90 │   71 │   86 │   71 │   54 │   63 │   26 │   52 │
└─────┴────────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┴──────┘
